path,category,language,tracked,bytes,physical_lines,blank_lines,nonblank_lines
artifacts/research/raw/row_witness/on_total_limit0.json,Artifacts and evidence,JSON,yes,3410,1,0,1
artifacts/research/raw/row_witness/tor_2016_3209741.json,Artifacts and evidence,JSON,yes,2919,1,0,1
artifacts/research/raw/row_witness/tor_closed_3209741.json,Artifacts and evidence,JSON,yes,4537,1,0,1
artifacts/research/raw/tor_coa_2001_schema.json,Artifacts and evidence,JSON,yes,1665,1,0,1
artifacts/research/raw/tor_coa_2016_schema.json,Artifacts and evidence,JSON,yes,1665,1,0,1
artifacts/research/raw/tor_coa_active_schema.json,Artifacts and evidence,JSON,yes,2244,1,0,1
artifacts/research/raw/tor_coa_closed_schema.json,Artifacts and evidence,JSON,yes,2858,1,0,1
artifacts/research/raw/tor_coa_package.json,Artifacts and evidence,JSON,yes,71736,1,0,1
artifacts/research/raw/tor_ogl_terms.html,Artifacts and evidence,HTML,yes,34435,369,67,302
artifacts/research/research_completion_report.json,Artifacts and evidence,JSON,yes,1709,36,0,36
artifacts/research/source_feasibility_registry.json,Artifacts and evidence,JSON,yes,8248,223,0,223
artifacts/research/source_feasibility_registry.v0.json,Artifacts and evidence,JSON,yes,16386,258,0,258
artifacts/research/source_reproduction_report.json,Artifacts and evidence,JSON,yes,19341,527,0,527
artifacts/research/toronto_business_licences_metadata_probe.v0.json,Artifacts and evidence,JSON,yes,4586,53,0,53
artifacts/task-results/ARCHITECTURE-001.json,Artifacts and evidence,JSON,yes,10241,98,0,98
artifacts/task-results/BASELINE-001.json,Artifacts and evidence,JSON,yes,16700,163,0,163
artifacts/task-results/BOOTSTRAP-001.json,Artifacts and evidence,JSON,yes,14169,141,0,141
artifacts/task-results/CALIBRATION-001.json,Artifacts and evidence,JSON,yes,17389,163,0,163
artifacts/task-results/CONTRACT-001.json,Artifacts and evidence,JSON,yes,11644,118,0,118
artifacts/task-results/ECONOMICS-001.json,Artifacts and evidence,JSON,yes,11388,96,0,96
artifacts/task-results/FRONTIER-001.json,Artifacts and evidence,JSON,yes,12097,174,0,174
artifacts/task-results/IDENTITY-001.json,Artifacts and evidence,JSON,yes,11156,94,0,94
artifacts/task-results/MATH-001.json,Artifacts and evidence,JSON,yes,11606,131,0,131
artifacts/task-results/OUTCOMES-001.json,Artifacts and evidence,JSON,yes,15737,306,0,306
artifacts/task-results/RESEARCH-001.json,Artifacts and evidence,JSON,yes,12457,138,0,138
artifacts/task-results/RESEARCH-001.partial.json,Artifacts and evidence,JSON,yes,8862,177,0,177
artifacts/task-results/VERTICAL-001.json,Artifacts and evidence,JSON,yes,11224,125,0,125
artifacts/vertical-slice/run_manifest.json,Artifacts and evidence,JSON,yes,11219,284,0,284
artifacts/vertical/VERTICAL-001-start.json,Artifacts and evidence,JSON,yes,2568,62,0,62
artifacts/vertical/public_evaluator_contract.json,Artifacts and evidence,JSON,yes,2889,40,0,40
bootstrap/BOOTSTRAP-001.partial.json,Bootstrap / imported project OS,JSON,yes,7105,175,0,175
bootstrap/GATE-OS-ARTIFACT-001.json,Bootstrap / imported project OS,JSON,yes,5001,112,0,112
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/builder.toml,Bootstrap / imported project OS,TOML,yes,523,10,0,10
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/cre_reviewer.toml,Bootstrap / imported project OS,TOML,yes,465,9,0,9
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/data_identity_reviewer.toml,Bootstrap / imported project OS,TOML,yes,467,9,0,9
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/quant_ml_reviewer.toml,Bootstrap / imported project OS,TOML,yes,511,10,0,10
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/research_mapper.toml,Bootstrap / imported project OS,TOML,yes,440,9,0,9
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/systems_security_reviewer.toml,Bootstrap / imported project OS,TOML,yes,503,10,0,10
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/agents/verifier.toml,Bootstrap / imported project OS,TOML,yes,534,10,0,10
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/.codex/config.template.toml,Bootstrap / imported project OS,TOML,yes,310,11,2,9
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/AGENTS.md,Bootstrap / imported project OS,Markdown,yes,2224,59,16,43
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/CHECKSUMS.sha256,Bootstrap / imported project OS,Other text,yes,7170,75,0,75
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/FINAL_AUDIT_REPORT.md,Bootstrap / imported project OS,Markdown,yes,2649,72,25,47
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/FINAL_CODEX_LAUNCH_PROMPT_v2.2.md,Bootstrap / imported project OS,Markdown,yes,5107,110,28,82
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/LEVEL10_SWEEPER_REPORT.md,Bootstrap / imported project OS,Markdown,yes,975,24,6,18
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/MANIFEST.json,Bootstrap / imported project OS,JSON,yes,14081,432,0,432
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/README_START_HERE.md,Bootstrap / imported project OS,Markdown,yes,2059,50,15,35
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/RESEARCH_BASIS.md,Bootstrap / imported project OS,Markdown,yes,1932,38,5,33
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/RUNBOOK.md,Bootstrap / imported project OS,Markdown,yes,1574,56,17,39
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/codex_capabilities.json,Bootstrap / imported project OS,JSON,yes,667,32,0,32
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/context/current_task_packet.json,Bootstrap / imported project OS,JSON,yes,571,19,0,19
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/context/current_task_packet.md,Bootstrap / imported project OS,Markdown,yes,19996,550,85,465
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/level10/DOMAIN_SCORECARD.md,Bootstrap / imported project OS,Markdown,yes,2166,32,3,29
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/level10/campaign.json,Bootstrap / imported project OS,JSON,yes,4674,86,0,86
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/level10/full_system_simulation.json,Bootstrap / imported project OS,JSON,yes,24803,935,0,935
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/level10/release_validation.json,Bootstrap / imported project OS,JSON,yes,142,8,0,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/os_validation.json,Bootstrap / imported project OS,JSON,yes,208,10,0,10
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/prompt_audit.json,Bootstrap / imported project OS,JSON,yes,439,20,0,20
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/research_readiness_validation.json,Bootstrap / imported project OS,JSON,yes,122,8,0,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/artifacts/selected_task.json,Bootstrap / imported project OS,JSON,yes,135,5,0,5
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/AGENT_DATA_PRIMITIVES.json,Bootstrap / imported project OS,JSON,yes,3058,143,0,143
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/CORE_RESEARCH_QUESTIONS.json,Bootstrap / imported project OS,JSON,yes,3055,89,0,89
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/EXPERTISE_MAP.json,Bootstrap / imported project OS,JSON,yes,2447,66,0,66
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/PRODUCT_BRIEF.md,Bootstrap / imported project OS,Markdown,yes,1166,28,8,20
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/REFERENCE_ARCHITECTURE.md,Bootstrap / imported project OS,Markdown,yes,892,22,5,17
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/context/VAULT_ROUTER.json,Bootstrap / imported project OS,JSON,yes,2146,46,0,46
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/AUTHORIZED_FALLBACK_LADDER.md,Bootstrap / imported project OS,Markdown,yes,1641,47,13,34
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/CLAIM_PROOF_REGISTER.json,Bootstrap / imported project OS,JSON,yes,2123,54,0,54
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/CONTEXT_POLICY.json,Bootstrap / imported project OS,JSON,yes,1044,32,0,32
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/CURRENT_STATE.json,Bootstrap / imported project OS,JSON,yes,1718,23,0,23
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/CURRENT_TASK.json,Bootstrap / imported project OS,JSON,yes,1285,16,0,16
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/EVALUATOR_TOPOLOGY.md,Bootstrap / imported project OS,Markdown,yes,910,25,8,17
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/EXECUTION_MODES.md,Bootstrap / imported project OS,Markdown,yes,1875,51,14,37
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/LEVEL10_DOMAIN_DEFINITIONS.json,Bootstrap / imported project OS,JSON,yes,17444,462,0,462
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/MILESTONES.json,Bootstrap / imported project OS,JSON,yes,2819,124,0,124
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/PRE_CODEX_LEVEL10_POLICY.md,Bootstrap / imported project OS,Markdown,yes,851,23,8,15
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/RESEARCH_COMPLETION_PROTOCOL.md,Bootstrap / imported project OS,Markdown,yes,3330,121,31,90
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/ROLE_ACTIVATION_POLICY.json,Bootstrap / imported project OS,JSON,yes,2922,157,0,157
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/SYMPHONY_WORKFLOW.md,Bootstrap / imported project OS,Markdown,yes,1215,35,4,31
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/TASK_GRAPH.json,Bootstrap / imported project OS,JSON,yes,7613,155,0,155
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/TASK_SELECTION_POLICY.json,Bootstrap / imported project OS,JSON,yes,1141,38,0,38
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/control/WORKFLOW.md,Bootstrap / imported project OS,Markdown,yes,2726,109,22,87
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/evals/ADVERSARIAL_CASES.json,Bootstrap / imported project OS,JSON,yes,4394,149,0,149
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/evals/LEVEL10_BENCHMARKS.json,Bootstrap / imported project OS,JSON,yes,1205,36,0,36
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/evals/TRIAL_PROTOCOL.md,Bootstrap / imported project OS,Markdown,yes,1112,37,7,30
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/AUTHORITY.md,Bootstrap / imported project OS,Markdown,yes,1348,39,10,29
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/CAPABILITY_BOUNDARY.json,Bootstrap / imported project OS,JSON,yes,4349,82,0,82
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/CAPABILITY_BOUNDARY.md,Bootstrap / imported project OS,Markdown,yes,2506,66,14,52
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/INVARIANTS.json,Bootstrap / imported project OS,JSON,yes,2932,73,0,73
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/MATH_MODELING_CONSTITUTION.md,Bootstrap / imported project OS,Markdown,yes,4509,182,48,134
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/MISSION.md,Bootstrap / imported project OS,Markdown,yes,1204,34,10,24
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/PROOF_POLICY.md,Bootstrap / imported project OS,Markdown,yes,1190,42,12,30
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/kernel/STOP_POLICY.md,Bootstrap / imported project OS,Markdown,yes,809,22,7,15
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/schemas/capability_manifest.schema.json,Bootstrap / imported project OS,JSON,yes,545,34,0,34
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/schemas/context_packet.schema.json,Bootstrap / imported project OS,JSON,yes,630,35,0,35
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/schemas/task_result.schema.json,Bootstrap / imported project OS,JSON,yes,3342,186,0,186
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/compile_task_context.py,Bootstrap / imported project OS,Python,yes,2100,62,7,55
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/launch_headless_once.sh,Bootstrap / imported project OS,Shell,yes,1045,38,6,32
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/probe_codex_capabilities.py,Bootstrap / imported project OS,Python,yes,2516,72,4,68
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/run_level10_campaign.py,Bootstrap / imported project OS,Python,yes,2349,28,0,28
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/run_level10_simulation.py,Bootstrap / imported project OS,Python,yes,21248,328,20,308
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/run_prompt_audit.py,Bootstrap / imported project OS,Python,yes,1743,36,2,34
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/select_next_task.py,Bootstrap / imported project OS,Python,yes,1946,61,5,56
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/validate_level10_release.py,Bootstrap / imported project OS,Python,yes,1553,22,0,22
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/validate_os.py,Bootstrap / imported project OS,Python,yes,4075,125,9,116
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/validate_research_readiness.py,Bootstrap / imported project OS,Python,yes,2364,65,9,56
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/scripts/verify_checksums.py,Bootstrap / imported project OS,Python,yes,577,18,1,17
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/best-of-n/SKILL.md,Bootstrap / imported project OS,Markdown,yes,430,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/build/SKILL.md,Bootstrap / imported project OS,Markdown,yes,388,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/context-compile/SKILL.md,Bootstrap / imported project OS,Markdown,yes,450,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/decompose/SKILL.md,Bootstrap / imported project OS,Markdown,yes,451,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/identity-provenance/SKILL.md,Bootstrap / imported project OS,Markdown,yes,457,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/integrate-resume/SKILL.md,Bootstrap / imported project OS,Markdown,yes,434,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/orient/SKILL.md,Bootstrap / imported project OS,Markdown,yes,417,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/quant-economics/SKILL.md,Bootstrap / imported project OS,Markdown,yes,457,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/research-evidence/SKILL.md,Bootstrap / imported project OS,Markdown,yes,437,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/skills/verify-sweep/SKILL.md,Bootstrap / imported project OS,Markdown,yes,435,10,2,8
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/standards/BENCHMARK_CROSSWALK.md,Bootstrap / imported project OS,Markdown,yes,1304,31,9,22
bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/launch_kernel/standards/BENCHMARK_STANDARD_REGISTRY.json,Bootstrap / imported project OS,JSON,yes,8324,257,0,257
