source_path,category,sha256,size,disposition,destination,reason
/Users/alimehdi/Documents/cre/bootstrap/project_os_v2.2/CRE_Codex_Project_OS_v2.2/reference_vault/CHECKSUMS.sha256,codex,562cee5da06ee68300ef972c40e50797184a9d38f68444945d3e073e45b17467,4977,private_only,,unreviewed_extension:.sha256
/Users/alimehdi/Projects/comfiance/cre-foundry/uv.lock,application,d0ba3203d1228ce8e3fe33469bd979999146e1c3fe92728b0baa48bba3248c3d,225772,private_only,,unreviewed_extension:.lock
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/launchd_metadata_watch.stderr.log,application,6a2d4af5966db76a3af95d2b9ed8783fbed6bbf2fcbddfd70e64b903513c8b29,88394,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/launchd_metadata_watch.stdout.log,application,6c9ee22b8e5546894cbbc2a83bf1d5ff48d123640122605491565476d2e619ba,96184,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/manual_launchd_wrapper_test.log,application,69c398b70e16dea5c96ff5c30f7c0e7f12e92e6b6de0e708eb3cb622ad613644,303,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/security_scans/bandit.exit_code,application,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,2,private_only,,unreviewed_extension:.exit_code
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/security_scans/detect_secrets.exit_code,application,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,private_only,,unreviewed_extension:.exit_code
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/security_scans/pip_audit.exit_code,application,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,private_only,,unreviewed_extension:.exit_code
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/security_scans/pip_licenses.exit_code,application,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,private_only,,unreviewed_extension:.exit_code
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/03_permit_lifecycle.log,application,38ba7ce83406ab4abefbe742e779642f9e7b7f0eb8bc1ff56fff3988cdea8301,1279,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/13_project_verification_state.log,application,188eafb062e7668a904948dacd83d95f571a397cd7d63007737ae9431a9e1c1e,1176,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/05_permit_entity_bridge.log,application,4f9f20e0386f65b4d89b05b502b5525298dc40d40110420a1bbd57ee7d0b9899,1138,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/08_permit_directory_bridge.log,application,69f680c375dca6abd61c889f215da1cbcd93e9722aec4208ad8ee3624b243465,1507,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/11_verification_plan.log,application,b397282bf3013a603ecfe172085e6b24f18b5bf45810c0971d5297fa49745068,1144,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/04_permit_silver.log,application,f6129026a5aee008aaafe7d2ea59aefc9b101dea6b368f2250f12f63ca7089ef,2044,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/07_business_directory_silver.log,application,5278fe8d08bd258559cdb2fadaa973eb734e97cf3f0d4f2bf19d3afc3ba61b99,3750,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/09_cross_source_reconciliation.log,application,0b9d19ccbf1c29ee22841099606fbc1090c719e29e873ddd7a2751dae029230e,1601,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/10_opportunity_evidence.log,application,463a32614ce821f24f6042bb952f2c9e91564c5ed00c5ce943b040acbb8bc548,1637,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/logs/data_plane/20260726T161416691101Z/12_initialize_verification_ledger.log,application,7ebb1acdcc98e1c3f79ed64f20a9cea36a31a0c93280aa32e68d2f47891fa479,209,private_only,,unreviewed_extension:.log
/Users/alimehdi/Projects/comfiance/cre-foundry/data/quarantine/statscan_odbus_2023/RUN-20260726T024102Z-16fb53d196/silver-v1/target_market_conflicts.parquet,application,03c7b3392bd84b835498cba9ad66c825669a4ccf0f00fa9f1a6c2539ef2556cd,8431,private_only,,unreviewed_extension:.parquet
/Users/alimehdi/Projects/comfiance/cre-foundry/data/bronze/brampton_business_directory/2026/07/26/RUN-20260726T040418Z-b394f90ee8/layer_0_0c90be8f6d4c89fe.geojson.gz,application,8a7a0add73e0bd57215880ceb2f216d3799748aba8baed8fa32fb02a1aca7c6a,1063904,private_only,,private_only_extension:.gz
/Users/alimehdi/Projects/comfiance/cre-foundry/data/bronze/statscan_odbus_2023/2026/07/26/RUN-20260726T024102Z-16fb53d196/ODBus_2023_0ec6388eb16584d0.zip,application,0ec6388eb16584d025252026cee22d95bf3b603fccb5cc471710a619d89dca2f,21860048,private_only,,private_only_extension:.zip
/Users/alimehdi/Projects/comfiance/cre-foundry/data/bronze/brampton_building_permits/2026/07/26/RUN-20260726T033516Z-e1388f64b1/layer_0_bae5f22db1bef14b.geojson.gz,application,d5359d5308355a74e18f5e54d0022e1c49dcfd2909d17ea3cd084000488e6d4c,336333,private_only,,private_only_extension:.gz
/Users/alimehdi/Projects/comfiance/cre-foundry/data/silver/brampton_business_directory/2026/07/26/RUN-20260726T040418Z-b394f90ee8/silver-v1/business_directory.parquet,application,5538a099b3556d91860c5eb21a9438bc423f7ab7d4a9bb81cae976770d5660d7,834383,private_only,,unreviewed_extension:.parquet
/Users/alimehdi/Projects/comfiance/cre-foundry/data/silver/statscan_odbus_2023/RUN-20260726T024102Z-16fb53d196/silver-v1/target_market.parquet,application,d14127d6e81c1beef28df419d768ac38eb2fbbd0e960233c1738d3afa935e8ec,2573499,private_only,,unreviewed_extension:.parquet
/Users/alimehdi/Projects/comfiance/cre-foundry/data/silver/brampton_building_permits/2026/07/26/RUN-20260726T033516Z-e1388f64b1/silver-v1/industrial_permits.parquet,application,3c3337cd3b179eaf85299ceb4ef24284f777bf37568c8caae2eb17ffb0b8d8c6,203833,private_only,,unreviewed_extension:.parquet
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/shadow_learning.sqlite3,application,989bee48b8f4b65ff3d7ee7426d1875a3a52fcd96fa2cb26640386ea87296b95,49152,private_only,,private_only_extension:.sqlite3
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/operations.sqlite3,application,9e359204e9f1354d7f24f10b97d320c5078b4ffe58d99e63b7c0aa82f29b0ea6,331776,private_only,,private_only_extension:.sqlite3
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/data_plane.lock,application,520a978c279d0c7aaac0b3862082d3ab1b24ecec5395f137d907e534de11b394,61,private_only,,unreviewed_extension:.lock
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/prefect/prefect.db-shm,application,54b2cfd9ce8de4dc95dee66542db738b6958fc305df7788247edee3e2353bcfc,32768,private_only,,unreviewed_extension:.db-shm
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/prefect/prefect.db-wal,application,96689bf54b8553dc40a8c0cbd9bb7569f302cec3c4ea0e56df7bcea7f9aecd1e,4515552,private_only,,unreviewed_extension:.db-wal
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/prefect/prefect.db,application,a51115e0b5e988dae246fc98f1ddc97771687c7faacb051e465a048f4e1728b9,3878912,private_only,,private_only_extension:.db
/Users/alimehdi/Projects/comfiance/cre-foundry/data/control/prefect/.sdk_telemetry/device_id,application,7842ff92a4cf43e63ea66981efbe2111a7ce07703034e546300aef99000300d3,36,private_only,,unreviewed_extension:(none)
/Users/alimehdi/.codex/.codex-global-state.json,codex,e388de9d5a9eb6d146768bc2591264c2a59ddac65c51139c032e546fc0e6899d,26611,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/.codex-global-state.json
/Users/alimehdi/.codex/attachments/18dc3eed-bc77-41a0-bcd2-b3c3911cc758/pasted-text.txt,codex,4a5b2d8a40dceb0154b4d53485a46037be9f1bf5339f382919f9ff64d3ea9bb9,5114,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/18dc3eed-bc77-41a0-bcd2-b3c3911cc758/pasted-text.txt
/Users/alimehdi/.codex/attachments/2b6dde14-ef8c-4f7a-b755-53ae93d4819d/pasted-text-1.txt,codex,711cc821b53b4eb2ddbc8985df4ae354ca80e49df49e7ccf50e64ce327883809,12428,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/2b6dde14-ef8c-4f7a-b755-53ae93d4819d/pasted-text-1.txt
/Users/alimehdi/.codex/attachments/324dba7d-d8b0-4929-9b3d-d920961f7476/pasted-text.txt,codex,07da44591e8f73e7b396da21b102a68305d22c7ac615493bf763527850b63f96,14101,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/324dba7d-d8b0-4929-9b3d-d920961f7476/pasted-text.txt
/Users/alimehdi/.codex/attachments/4d69f8aa-f924-47f5-9645-ddeb7757715e/pasted-text.txt,codex,51fd657697b878518726898dd2aefdc8d7d5558da620f7a979c6342c6864c538,8888,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/4d69f8aa-f924-47f5-9645-ddeb7757715e/pasted-text.txt
/Users/alimehdi/.codex/attachments/60982770-d826-4e13-8b56-121316805bc7/pasted-text.txt,codex,5d23cdb48b9bc22ae7848307f46a3a08ac6bb5f570f891733287a6bbfda8b0f9,13870,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/60982770-d826-4e13-8b56-121316805bc7/pasted-text.txt
/Users/alimehdi/.codex/attachments/7e62344b-90b6-4320-835e-c0dd97c04a56/pasted-text.txt,codex,195b43265228dd91109233d671319aba294413f13f5d2155bfbcf048efa63718,14035,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/7e62344b-90b6-4320-835e-c0dd97c04a56/pasted-text.txt
/Users/alimehdi/.codex/attachments/80177abd-17eb-4f99-8495-f4a51764b988/pasted-text.txt,codex,c06f7617f8feb363382c2e9292e1bcf29b90058db9f41605e9428c58222a9fb8,14703,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/80177abd-17eb-4f99-8495-f4a51764b988/pasted-text.txt
/Users/alimehdi/.codex/attachments/c43c96ef-05c7-4540-9f7d-926f4f3eabb3/pasted-text.txt,codex,66e2c329ea83bcf912e5aaa3d030cba8da4999362bc7df1191f004eb646210fc,13984,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/c43c96ef-05c7-4540-9f7d-926f4f3eabb3/pasted-text.txt
/Users/alimehdi/.codex/attachments/cb870703-b874-4673-b34f-46e285512977/pasted-text.txt,codex,630d007f6d058debacdb94502f18b6ca792c8f7757b6f675188d1ffdf0a06e36,9647,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/cb870703-b874-4673-b34f-46e285512977/pasted-text.txt
/Users/alimehdi/.codex/attachments/pasted-text-attachments.json,codex,c2cbbd4937c0c52f7b6be596dae567c2c6cc83a19d87aa6a6791b66cf6a141b4,17858,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/attachments/pasted-text-attachments.json
/Users/alimehdi/.codex/auth.json,codex,8dcd90489cd080e2ab44f20cf1668aee3ca893cab38d5291cedb106db636494e,4367,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/auth.json
/Users/alimehdi/.codex/browser/sessions/019f0a5c-9d1b-7222-9693-0d3c1b315ea2.toml,codex,aac4b75fa418ee6f6f1d6d49a38b1b59ab036e5c39bfba51688bab717218bc54,46,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/browser/sessions/019f0a5c-9d1b-7222-9693-0d3c1b315ea2.toml
/Users/alimehdi/.codex/browser/sessions/019f0e44-aac5-7853-8041-de2e8b2e01d9.toml,codex,efb69e620c1e56187dbe7f22187f21736802bbfa18c7ea4fa376ab617494524e,46,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/browser/sessions/019f0e44-aac5-7853-8041-de2e8b2e01d9.toml
/Users/alimehdi/.codex/browser/sessions/019f495c-3150-7f22-a99e-332698c6b67f.toml,codex,efb69e620c1e56187dbe7f22187f21736802bbfa18c7ea4fa376ab617494524e,46,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/browser/sessions/019f495c-3150-7f22-a99e-332698c6b67f.toml
/Users/alimehdi/.codex/browser/sessions/019f76ab-b659-71c3-9fe3-d020aba2a947.toml,codex,26768937c32597c4dc86ea6d6d645ed56d58b583ec1251fca5b0009d9dd51950,169,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/browser/sessions/019f76ab-b659-71c3-9fe3-d020aba2a947.toml
/Users/alimehdi/.codex/browser/sessions/019fbf68-a010-7890-8209-148ee1d0fb41.toml,codex,3830bb4d41acab6bf1869b95fb4aa80cf48fb109f064c45fd5a90ace5c3b4273,44,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/browser/sessions/019fbf68-a010-7890-8209-148ee1d0fb41.toml
/Users/alimehdi/.codex/cache/codex_app_directory/1adf3908140b29a9690ec022e8a22a13ba1541ad.json,codex,2d3747f09d204cfdfc8eb3b8cd7b7f014d30b312a0f730535d28b32691a050e5,2512429,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_app_directory/1adf3908140b29a9690ec022e8a22a13ba1541ad.json
/Users/alimehdi/.codex/cache/codex_app_directory/526d4fb6b319a4abbcaa00e14b8a07a926313c50.json,codex,ad64ed5f8846805b2b527ed5ae5058e34690a2297eb4330ae4463b473caf15cd,4245525,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_app_directory/526d4fb6b319a4abbcaa00e14b8a07a926313c50.json
/Users/alimehdi/.codex/cache/codex_apps_server_info/38fc04c0ceb4bfaddb338fce7d8923d43866f169.json,codex,f5e83c8930c8f6d836e30a364b508fc29ce7cd691551cb64239778686bf66b5c,189,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_apps_server_info/38fc04c0ceb4bfaddb338fce7d8923d43866f169.json
/Users/alimehdi/.codex/cache/codex_apps_server_info/8ee1177e078aa7204ff69c467aa6d6af0443a6f8.json,codex,f5e83c8930c8f6d836e30a364b508fc29ce7cd691551cb64239778686bf66b5c,189,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_apps_server_info/8ee1177e078aa7204ff69c467aa6d6af0443a6f8.json
/Users/alimehdi/.codex/cache/codex_apps_tools/38fc04c0ceb4bfaddb338fce7d8923d43866f169.json,codex,1450f5dc601878f70c3481455596eacbd78544234befaaaf3112b09c4f67c80a,40,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_apps_tools/38fc04c0ceb4bfaddb338fce7d8923d43866f169.json
/Users/alimehdi/.codex/cache/codex_apps_tools/8ee1177e078aa7204ff69c467aa6d6af0443a6f8.json,codex,203bb12612518e92a1d719e56ae5e7619a290c4ecdb6997c7cb6ef145b2cb555,583568,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/codex_apps_tools/8ee1177e078aa7204ff69c467aa6d6af0443a6f8.json
/Users/alimehdi/.codex/cache/remote_plugin_catalog/38e275580122ecd0.json,codex,0aa11b6c8106c784a96eb76070babe716f078adae5f5e2ede8e1d454724581dc,1235916,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/remote_plugin_catalog/38e275580122ecd0.json
/Users/alimehdi/.codex/cache/remote_plugin_catalog/ad3b38883e311b5d.json,codex,96a363bc7856f54fae88eda0af2d514c362bd9b37bb5423f1bc92674550181ff,9434154,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/cache/remote_plugin_catalog/ad3b38883e311b5d.json
/Users/alimehdi/.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/AppleMusic.md,codex,9bddb86ceac45973489c0c704ed163b2ef55bb2b4cb044da4810ea71f4da1a19,1260,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/AppleMusic.md
/Users/alimehdi/.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Clock.md,codex,0b986d7fb6ef16e4cac24ce5de4adc37a0dd82981030b7ab648402c9a2e72c23,3610,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Clock.md
/Users/alimehdi/.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Notion.md,codex,80669d19bb799ea90649c46dfcd77d404fa1960297519640b50ac57ad81969f7,2206,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Notion.md
/Users/alimehdi/.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Numbers.md,codex,a4e07c2c50d233b22f6cabcac0a301474d5317d8c763e9287cdd5763ef34c1bc,1017,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Numbers.md
/Users/alimehdi/.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Slack.md,codex,8eb94654ac7d6bf90a75b769a36e8591c8a4f0c5af774045f9499db9b5ed434a,1380,private_agent_state,,preserved_at:/Users/alimehdi/Desktop/CRE-Foundry-Consolidation-20260804-205851/PRIVATE_ARCHIVE/AGENT_STATE/users-alimehdi-.codex/computer-use/Codex Computer Use.app/Contents/Resources/Package_ComputerUse.bundle/Contents/Resources/AppInstructions/Slack.md
